,Name,Year,Exp,Age,Tm,Pos,G,Gs,Mp,Fg,FgA,Fg%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,Ast,Stl,Blk,Tov,PF,Pts,BPM
3077,J.R. Smith,2009,4,23,0.0,2,81,18,27.7,5.2,11.7,0.446,2.2,5.6,0.397,3.0,6.1,0.491,0.541,2.5,3.4,0.754,0.5,3.1,3.7,2.8,1.0,0.2,1.9,2.3,15.2,1.7
3078,J.R. Smith,2010,5,24,0.0,2,75,0,27.8,5.7,13.8,0.414,2.1,6.2,0.33799999999999997,3.6,7.5,0.47700000000000004,0.491,1.9,2.7,0.706,0.4,2.7,3.1,2.4,1.3,0.3,1.9,2.3,15.4,-0.3
3079,J.R. Smith,2011,6,25,0.0,3,79,6,24.9,4.3,9.9,0.435,1.6,4.0,0.39,2.7,5.9,0.466,0.514,2.1,2.8,0.738,0.6,3.5,4.1,2.2,1.2,0.2,1.3,2.2,12.3,1.9
3080,J.R. Smith,2012,7,26,0.0,2,35,1,27.6,4.7,11.6,0.40700000000000003,1.9,5.5,0.34700000000000003,2.8,6.1,0.462,0.49,1.1,1.6,0.7090000000000001,0.8,3.1,3.9,2.4,1.5,0.2,1.3,2.5,12.5,2.3
3081,J.R. Smith,2013,8,27,0.0,2,80,0,33.5,6.6,15.6,0.42200000000000004,1.9,5.5,0.35600000000000004,4.7,10.2,0.45799999999999996,0.484,3.0,3.9,0.762,0.8,4.5,5.3,2.7,1.3,0.3,1.7,2.8,18.1,1.3
3082,J.R. Smith,2014,9,28,0.0,3,74,37,32.7,5.4,12.9,0.415,2.6,6.5,0.39399999999999996,2.8,6.4,0.436,0.514,1.2,1.9,0.652,0.5,3.5,4.0,3.0,0.9,0.3,1.5,2.6,14.5,0.1
3083,J.R. Smith,2015,10,29,0.5,2,70,51,29.7,4.5,10.8,0.41700000000000004,2.3,6.1,0.38299999999999995,2.2,4.7,0.462,0.525,0.8,1.0,0.75,0.4,2.7,3.1,2.8,1.2,0.3,1.4,2.3,12.1,0.7
3084,J.R. Smith,2016,11,30,0.0,2,77,77,30.7,4.6,11.0,0.415,2.6,6.6,0.4,1.9,4.4,0.43799999999999994,0.535,0.6,0.9,0.634,0.6,2.3,2.8,1.7,1.1,0.3,0.8,2.6,12.4,1.3
3085,J.R. Smith,2017,12,31,0.0,2,41,35,29.0,3.0,8.7,0.34600000000000003,2.3,6.6,0.35100000000000003,0.7,2.1,0.32899999999999996,0.479,0.2,0.4,0.667,0.4,2.3,2.8,1.5,1.0,0.3,0.6,1.9,8.6,-1.3
3086,Jason Smith,2008,0,21,0.0,4,76,1,14.6,1.9,4.1,0.455,0.1,0.2,0.28600000000000003,1.8,3.9,0.46299999999999997,0.461,0.7,1.1,0.659,1.0,2.0,3.0,0.3,0.3,0.7,0.6,1.9,4.5,-3.8
3087,Jason Smith,2010,1,23,0.0,4,56,2,11.8,1.3,3.1,0.431,0.2,0.5,0.345,1.2,2.6,0.44799999999999995,0.46,0.5,0.8,0.69,1.0,1.4,2.4,0.6,0.4,0.5,0.6,2.0,3.4,-2.3
3088,Jason Smith,2011,2,24,0.0,5,77,6,14.3,1.8,4.0,0.44299999999999995,0.0,0.0,0.0,1.8,4.0,0.446,0.44299999999999995,0.8,0.9,0.843,1.2,2.0,3.1,0.5,0.3,0.4,0.7,1.9,4.3,-2.7
3089,Jason Smith,2012,3,25,0.0,4,40,29,23.7,4.5,8.7,0.52,0.0,0.2,0.111,4.5,8.5,0.531,0.522,0.8,1.2,0.7020000000000001,1.8,3.1,4.9,0.9,0.5,1.0,1.0,2.6,9.9,-0.1
3090,Jason Smith,2013,4,26,0.0,5,51,0,17.2,3.3,6.7,0.49,0.0,0.1,0.0,3.3,6.6,0.496,0.49,1.7,2.0,0.843,1.3,2.4,3.6,0.7,0.3,0.9,1.1,2.4,8.2,-2.1
3091,Jason Smith,2014,5,27,0.0,4,31,27,26.8,4.2,9.1,0.465,0.0,0.0,0.0,4.2,9.1,0.465,0.465,1.3,1.6,0.78,1.6,4.2,5.8,0.9,0.4,0.9,0.9,3.2,9.7,-3.5
3092,Jason Smith,2015,6,28,0.0,5,82,31,21.8,3.1,7.2,0.434,0.2,0.5,0.35700000000000004,3.0,6.7,0.44,0.447,1.5,1.9,0.83,1.2,2.8,4.0,1.7,0.4,0.5,1.3,2.5,8.0,-3.4
3093,Jason Smith,2016,7,29,0.0,5,76,2,15.5,3.2,6.6,0.485,0.1,0.2,0.25,3.2,6.4,0.493,0.489,0.7,0.9,0.8059999999999999,0.7,2.2,2.9,0.8,0.4,0.9,0.8,2.1,7.2,-2.5
3094,Jason Smith,2017,8,30,0.0,5,74,3,14.4,2.4,4.4,0.529,0.5,1.1,0.474,1.9,3.4,0.546,0.585,0.5,0.7,0.6859999999999999,0.9,2.6,3.5,0.5,0.3,0.7,0.8,2.3,5.7,-1.4
3095,Josh Smith,2005,0,19,0.0,3,74,59,27.7,3.7,8.1,0.455,0.1,0.3,0.174,3.6,7.8,0.466,0.45799999999999996,2.2,3.2,0.688,2.0,4.2,6.2,1.7,0.8,1.9,1.8,2.1,9.7,-0.4
3096,Josh Smith,2006,1,20,0.0,3,80,73,32.0,4.1,9.7,0.425,0.4,1.4,0.309,3.7,8.3,0.444,0.447,2.6,3.7,0.7190000000000001,2.2,4.4,6.6,2.4,0.8,2.6,2.0,3.3,11.3,1.0
3097,Josh Smith,2007,2,21,0.0,3,72,72,36.8,6.1,13.8,0.439,0.5,2.1,0.25,5.5,11.7,0.473,0.45799999999999996,3.7,5.4,0.693,2.3,6.3,8.6,3.3,1.4,2.9,3.2,3.3,16.4,3.0
3098,Josh Smith,2008,3,22,0.0,4,81,81,35.5,6.4,14.0,0.457,0.3,1.2,0.253,6.1,12.8,0.47700000000000004,0.46799999999999997,4.1,5.8,0.71,2.0,6.2,8.2,3.4,1.5,2.8,3.0,3.3,17.2,3.1
3099,Josh Smith,2009,4,23,0.0,4,69,69,35.1,6.1,12.3,0.49200000000000005,0.4,1.3,0.299,5.7,11.0,0.514,0.508,3.1,5.2,0.588,1.9,5.3,7.2,2.4,1.4,1.6,2.3,2.7,15.6,1.7
3100,Josh Smith,2010,5,24,0.0,4,81,81,35.4,6.2,12.3,0.505,0.0,0.1,0.0,6.2,12.2,0.508,0.505,3.2,5.2,0.618,2.8,6.0,8.7,4.2,1.6,2.1,2.4,3.0,15.7,5.5
3101,Josh Smith,2011,6,25,0.0,4,77,77,34.4,6.5,13.5,0.47700000000000004,0.7,2.0,0.331,5.8,11.5,0.503,0.502,3.0,4.1,0.725,1.7,6.8,8.5,3.3,1.3,1.6,2.6,2.8,16.5,3.1
3102,Josh Smith,2012,7,26,0.0,4,66,66,35.3,7.6,16.7,0.45799999999999996,0.4,1.7,0.257,7.2,15.0,0.48,0.47,3.1,4.9,0.63,2.1,7.5,9.6,3.9,1.4,1.7,2.5,2.6,18.8,4.1
3103,Josh Smith,2013,8,27,0.0,4,76,76,35.3,7.2,15.6,0.465,0.8,2.6,0.303,6.4,12.9,0.498,0.491,2.2,4.2,0.517,1.8,6.7,8.4,4.2,1.2,1.8,3.0,2.3,17.5,2.1
3104,Josh Smith,2014,9,28,0.0,3,77,76,35.5,6.7,16.0,0.419,0.9,3.4,0.264,5.8,12.6,0.462,0.44799999999999995,2.1,3.9,0.532,1.3,5.4,6.8,3.3,1.4,1.4,2.6,2.6,16.4,-0.6
3105,Josh Smith,2015,10,29,0.5,4,83,35,27.7,5.0,11.9,0.419,0.9,2.7,0.316,4.1,9.1,0.451,0.456,1.5,3.1,0.498,1.8,4.6,6.4,3.3,1.0,1.4,2.5,2.7,12.4,1.0
3106,Josh Smith,2016,11,30,0.5,4,55,7,16.0,2.3,6.3,0.364,0.7,2.6,0.287,1.6,3.7,0.41700000000000004,0.423,0.7,1.2,0.552,0.9,2.6,3.5,1.6,0.6,0.9,1.4,2.1,6.0,-2.0
3107,Nolan Smith,2012,0,23,0.0,1,44,4,12.3,1.5,4.1,0.37200000000000005,0.3,1.0,0.289,1.2,3.1,0.4,0.408,0.5,0.6,0.7140000000000001,0.4,0.9,1.3,1.4,0.4,0.1,1.0,1.3,3.8,-5.4
3108,Nolan Smith,2013,1,24,0.0,1,40,0,7.2,1.1,2.9,0.368,0.2,0.7,0.214,0.9,2.2,0.419,0.395,0.5,0.7,0.7140000000000001,0.2,0.5,0.7,0.9,0.2,0.0,0.7,0.7,2.8,-8.6
3109,Russ Smith,2015,0,23,0.5,1,12,0,5.4,0.7,2.1,0.32,0.2,0.9,0.182,0.5,1.2,0.429,0.36,1.0,1.1,0.9229999999999999,0.1,0.4,0.5,0.7,0.3,0.0,1.0,1.1,2.5,-8.0
3110,Russ Smith,2016,1,24,0.0,1,15,0,4.4,0.5,1.5,0.318,0.1,0.3,0.2,0.4,1.1,0.353,0.341,0.5,0.9,0.615,0.1,0.5,0.6,0.7,0.3,0.1,0.5,0.3,1.5,-4.8
3111,Tony Snell,2014,0,22,0.0,2,77,12,16.0,1.7,4.4,0.384,0.7,2.3,0.32,0.9,2.1,0.456,0.469,0.4,0.5,0.7559999999999999,0.2,1.4,1.6,0.9,0.4,0.2,0.6,1.1,4.5,-3.0
3112,Tony Snell,2015,1,23,0.0,3,72,22,19.6,2.2,5.2,0.429,1.0,2.7,0.371,1.2,2.4,0.494,0.527,0.6,0.8,0.8,0.4,2.0,2.4,0.9,0.4,0.2,0.7,1.2,6.0,-1.5
3113,Tony Snell,2016,2,24,0.0,3,64,33,20.3,2.0,5.3,0.37200000000000005,0.9,2.4,0.361,1.1,2.9,0.38,0.45399999999999996,0.5,0.5,0.909,0.3,2.8,3.1,1.0,0.3,0.3,0.8,1.6,5.3,-4.1
3114,Tony Snell,2017,3,25,0.0,2,80,80,29.2,3.1,6.8,0.455,1.8,4.4,0.406,1.3,2.3,0.5479999999999999,0.588,0.6,0.7,0.81,0.3,2.8,3.1,1.2,0.7,0.2,0.7,1.6,8.5,-0.8
3115,James Southerland,2014,0,23,0.5,3,4,0,7.5,1.3,3.8,0.33299999999999996,0.8,1.5,0.5,0.5,2.3,0.222,0.433,0.3,0.5,0.5,0.0,2.0,2.0,0.0,0.3,0.5,0.3,0.8,3.5,-13.3
3116,Marreese Speights,2009,0,21,0.0,5,79,2,16.0,3.2,6.4,0.502,0.0,0.1,0.25,3.2,6.3,0.506,0.504,1.3,1.7,0.773,1.6,2.2,3.7,0.4,0.3,0.7,0.6,2.3,7.7,-1.7
3117,Marreese Speights,2010,1,22,0.0,5,62,1,16.4,3.4,7.2,0.47700000000000004,0.0,0.1,0.0,3.4,7.1,0.483,0.47700000000000004,1.7,2.3,0.745,1.4,2.7,4.1,0.6,0.5,0.5,0.8,2.5,8.6,-3.9
3118,Marreese Speights,2011,2,23,0.0,5,64,1,11.5,2.3,4.5,0.495,0.0,0.1,0.25,2.2,4.5,0.498,0.49700000000000005,0.9,1.1,0.753,1.0,2.3,3.3,0.5,0.1,0.3,0.6,1.9,5.4,-3.9
3119,Marreese Speights,2012,3,24,0.0,4,60,54,22.4,3.7,8.1,0.45299999999999996,0.0,0.1,0.0,3.7,8.1,0.456,0.45299999999999996,1.4,1.8,0.7709999999999999,2.2,4.0,6.2,0.8,0.4,0.5,1.2,2.5,8.8,-2.9
3120,Marreese Speights,2013,4,25,0.5,5,79,3,16.5,3.3,7.4,0.445,0.0,0.1,0.3,3.3,7.3,0.44799999999999995,0.44799999999999995,1.7,2.2,0.7709999999999999,1.8,3.0,4.9,0.6,0.3,0.7,1.0,2.2,8.3,-3.5
3121,Marreese Speights,2014,5,26,0.0,5,79,3,12.4,2.5,5.6,0.441,0.1,0.4,0.258,2.4,5.2,0.455,0.45,1.4,1.7,0.821,1.3,2.4,3.7,0.4,0.1,0.4,0.8,1.9,6.4,-5.2
3122,Marreese Speights,2015,6,27,0.0,5,76,9,15.9,4.2,8.5,0.49200000000000005,0.1,0.2,0.278,4.1,8.3,0.498,0.496,2.0,2.3,0.843,1.4,2.8,4.3,0.9,0.3,0.4,1.1,2.5,10.4,-2.6
3123,Marreese Speights,2016,7,28,0.0,5,72,0,11.6,2.7,6.3,0.43200000000000005,0.3,0.9,0.387,2.4,5.5,0.439,0.45799999999999996,1.3,1.6,0.825,1.1,2.3,3.3,0.8,0.3,0.5,0.9,1.6,7.1,-3.9
3124,Marreese Speights,2017,8,29,0.0,5,82,2,15.7,3.0,6.7,0.445,1.3,3.4,0.37200000000000005,1.7,3.3,0.52,0.539,1.5,1.7,0.8759999999999999,1.1,3.5,4.5,0.8,0.3,0.5,0.8,2.8,8.7,0.7
3125,Tiago Splitter,2011,0,26,0.0,5,60,6,12.3,1.7,3.2,0.529,0.0,0.0,0.0,1.7,3.2,0.532,0.529,1.3,2.3,0.5429999999999999,1.2,2.2,3.4,0.4,0.5,0.3,0.5,1.5,4.6,-0.7
3126,Tiago Splitter,2012,1,27,0.0,5,59,2,19.0,3.6,5.8,0.618,0.0,0.0,0.0,3.6,5.8,0.618,0.618,2.1,3.1,0.691,1.6,3.6,5.2,1.1,0.4,0.8,1.5,2.3,9.3,2.5
3127,Tiago Splitter,2013,2,28,0.0,4,81,58,24.7,3.9,7.0,0.56,0.0,0.0,0.0,3.9,6.9,0.561,0.56,2.6,3.5,0.73,1.8,4.6,6.4,1.6,0.8,0.8,1.2,2.0,10.3,2.9
3128,Tiago Splitter,2014,3,29,0.0,5,59,50,21.5,3.1,5.9,0.523,0.0,0.1,0.0,3.1,5.8,0.528,0.523,2.1,2.9,0.6990000000000001,2.1,4.1,6.2,1.5,0.5,0.5,1.3,2.0,8.2,1.9
3129,Tiago Splitter,2015,4,30,0.0,5,52,35,19.8,3.3,5.8,0.5579999999999999,0.0,0.0,0.0,3.3,5.8,0.5579999999999999,0.5579999999999999,1.7,2.3,0.75,1.8,3.1,4.8,1.5,0.7,0.7,1.2,2.0,8.2,3.3
3130,Tiago Splitter,2016,5,31,0.0,5,36,2,16.1,2.3,4.3,0.523,0.0,0.1,0.0,2.3,4.3,0.529,0.523,1.1,1.3,0.813,1.3,2.1,3.3,0.8,0.6,0.3,0.7,2.0,5.6,-0.8
3131,Tiago Splitter,2017,6,32,0.0,5,8,0,9.5,1.8,3.9,0.452,0.3,0.8,0.33299999999999996,1.5,3.1,0.48,0.484,1.1,1.4,0.818,1.0,1.8,2.8,0.5,0.1,0.1,0.8,1.0,4.9,-5.0
3132,Nik Stauskas,2015,0,21,0.0,2,73,1,15.4,1.5,4.1,0.365,0.7,2.0,0.322,0.8,2.0,0.408,0.446,0.8,0.9,0.8590000000000001,0.2,1.1,1.2,0.9,0.3,0.2,0.5,1.3,4.4,-3.9
3133,Nik Stauskas,2016,1,22,0.0,2,73,35,24.8,2.9,7.5,0.385,1.5,4.5,0.326,1.4,3.0,0.473,0.483,1.2,1.6,0.7709999999999999,0.3,2.2,2.5,1.9,0.6,0.3,1.3,1.6,8.5,-3.6
3134,Nik Stauskas,2017,2,23,0.0,2,80,27,27.4,3.1,7.9,0.396,1.7,4.5,0.368,1.5,3.4,0.433,0.5,1.5,1.9,0.813,0.3,2.6,2.8,2.4,0.6,0.4,1.6,1.8,9.5,-2.4
3135,D.J. Stephens,2014,0,23,0.0,2,3,0,5.0,1.0,2.3,0.429,0.0,0.0,0.0,1.0,2.3,0.429,0.429,0.3,0.3,1.0,0.3,1.3,1.7,0.0,0.0,0.0,0.0,0.0,2.3,-17.7
3136,Lance Stephenson,2011,0,20,0.0,2,12,0,9.6,1.1,3.3,0.33299999999999996,0.0,0.4,0.0,1.1,2.8,0.382,0.33299999999999996,0.9,1.2,0.7859999999999999,0.1,1.4,1.5,1.8,0.3,0.0,1.3,1.2,3.1,-8.1
3137,Lance Stephenson,2012,1,21,0.0,2,42,1,10.5,1.1,3.0,0.376,0.1,0.7,0.133,1.0,2.3,0.45299999999999996,0.392,0.2,0.4,0.47100000000000003,0.3,1.0,1.3,1.1,0.5,0.1,0.9,0.7,2.5,-4.2
3138,Lance Stephenson,2013,2,22,0.0,2,78,72,29.2,3.5,7.7,0.46,0.8,2.4,0.33,2.7,5.3,0.52,0.512,1.0,1.5,0.652,0.6,3.3,3.9,2.9,1.0,0.2,1.4,2.1,8.8,0.9
3139,Lance Stephenson,2014,3,23,0.0,2,78,78,35.3,5.5,11.2,0.491,1.1,3.1,0.35200000000000004,4.4,8.0,0.545,0.54,1.8,2.5,0.711,1.2,5.9,7.2,4.6,0.7,0.1,2.7,2.5,13.8,2.3
3140,Lance Stephenson,2015,4,24,0.0,2,61,25,25.8,3.4,9.0,0.376,0.3,1.7,0.171,3.1,7.3,0.425,0.39299999999999996,1.1,1.8,0.627,0.6,3.9,4.5,3.9,0.6,0.1,2.1,2.2,8.2,-3.5
3141,Lance Stephenson,2016,5,25,0.5,3,69,13,19.9,3.3,6.9,0.48100000000000004,0.4,1.1,0.385,2.9,5.7,0.5,0.513,1.3,1.6,0.784,0.6,2.7,3.2,1.9,0.6,0.1,1.4,2.0,8.3,-1.4
3142,Lance Stephenson,2017,6,26,0.5,2,18,0,20.1,3.0,6.7,0.45,0.3,1.1,0.3,2.7,5.6,0.48,0.475,0.4,0.7,0.615,0.2,2.7,2.9,3.3,0.3,0.2,1.4,1.8,6.8,-5.4
3143,Alex Stepheson,2016,0,28,0.5,4,8,0,9.1,1.1,3.4,0.33299999999999996,0.0,0.0,0.0,1.1,3.4,0.33299999999999996,0.33299999999999996,0.5,1.5,0.33299999999999996,2.4,1.1,3.5,0.3,0.1,0.6,0.0,1.5,2.8,-3.2
3144,Greg Stiemsma,2012,0,26,0.0,5,55,3,13.9,1.2,2.2,0.545,0.0,0.0,0.0,1.2,2.2,0.545,0.545,0.5,0.7,0.7070000000000001,0.9,2.3,3.2,0.5,0.7,1.5,0.6,2.6,2.9,4.5
3145,Greg Stiemsma,2013,1,27,0.0,5,76,19,15.9,1.7,3.7,0.457,0.0,0.0,0.0,1.7,3.7,0.457,0.457,0.7,0.9,0.768,0.8,2.6,3.4,0.4,0.6,1.2,0.8,2.4,4.0,-1.4
3146,Greg Stiemsma,2014,2,28,0.0,5,55,20,18.3,1.3,2.2,0.574,0.0,0.0,0.0,1.3,2.2,0.579,0.574,0.3,0.6,0.594,1.3,2.8,4.1,0.7,0.6,1.0,0.8,3.1,2.9,0.6
3147,Greg Stiemsma,2015,3,29,0.0,5,17,0,3.9,0.4,0.5,0.75,0.0,0.0,0.0,0.4,0.5,0.75,0.75,0.1,0.2,0.5,0.5,0.4,0.9,0.2,0.1,0.0,0.4,0.9,0.8,-1.7
3148,David Stockton,2015,0,23,0.0,1,3,0,11.0,0.7,2.0,0.33299999999999996,0.3,0.7,0.5,0.3,1.3,0.25,0.41700000000000004,1.0,2.0,0.5,0.0,0.7,0.7,3.0,0.7,0.0,1.3,0.3,2.7,-8.4
3149,Jarnell Stokes,2015,0,21,0.0,4,19,2,6.6,1.1,1.9,0.568,0.0,0.0,0.0,1.1,1.9,0.568,0.568,0.8,1.5,0.536,0.8,0.9,1.8,0.2,0.3,0.3,0.4,1.3,3.0,0.5
3150,Jarnell Stokes,2016,1,22,0.5,5,7,0,2.6,0.4,0.7,0.6,0.0,0.0,0.0,0.4,0.7,0.6,0.6,0.1,0.3,0.5,0.1,0.4,0.6,0.1,0.1,0.0,0.0,0.1,1.0,-1.0
3151,Jarnell Stokes,2017,2,23,0.0,5,2,0,3.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.0,1.5,1.5,15.4
3152,Diamond Stone,2017,0,19,0.0,5,7,0,3.4,0.4,1.9,0.231,0.0,0.0,0.0,0.4,1.9,0.231,0.231,0.6,0.6,1.0,0.1,0.7,0.9,0.0,0.0,0.1,0.3,0.7,1.4,-24.1
3153,Julyan Stone,2012,0,23,0.0,2,22,2,8.1,0.6,1.4,0.419,0.1,0.5,0.182,0.5,0.9,0.55,0.452,0.4,0.5,0.727,0.2,0.9,1.1,1.7,0.4,0.3,0.5,0.8,1.6,-0.2
3154,Julyan Stone,2013,1,24,0.0,1,4,0,7.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.8,1.0,0.75,0.5,0.3,0.8,0.5,0.3,0.0,0.5,1.0,1.8,0.7
3155,Julyan Stone,2014,2,25,0.0,2,21,0,5.7,0.3,0.8,0.41200000000000003,0.1,0.4,0.25,0.2,0.4,0.556,0.47100000000000003,0.1,0.1,0.667,0.1,0.9,1.0,0.6,0.1,0.0,0.2,0.6,0.9,-3.0
3156,Rodney Stuckey,2008,0,21,0.0,1,57,2,19.0,2.7,6.7,0.401,0.1,0.3,0.188,2.6,6.4,0.41,0.40399999999999997,2.2,2.7,0.8140000000000001,0.6,1.7,2.3,2.8,0.9,0.1,1.4,2.0,7.6,-1.1
3157,Rodney Stuckey,2009,1,22,0.0,1,79,65,31.9,5.1,11.6,0.439,0.3,1.0,0.295,4.8,10.6,0.45299999999999996,0.452,2.9,3.7,0.8029999999999999,0.9,2.6,3.5,4.9,1.0,0.1,2.2,2.7,13.4,-0.5
3158,Rodney Stuckey,2010,2,23,0.0,1,73,67,34.2,6.2,15.2,0.405,0.2,1.1,0.228,5.9,14.1,0.418,0.413,4.1,4.9,0.833,0.9,2.9,3.8,4.8,1.4,0.2,2.2,2.8,16.6,-0.8
3159,Rodney Stuckey,2011,3,24,0.0,1,70,54,31.2,5.2,11.8,0.439,0.4,1.3,0.289,4.8,10.5,0.457,0.455,4.7,5.4,0.866,1.0,2.1,3.1,5.2,1.1,0.1,2.2,2.5,15.5,0.3
3160,Rodney Stuckey,2012,4,25,0.0,2,55,48,29.9,4.7,10.9,0.429,0.6,1.9,0.317,4.1,9.0,0.452,0.456,4.9,5.8,0.8340000000000001,0.7,1.9,2.6,3.8,0.8,0.2,1.9,2.3,14.8,-0.2
3161,Rodney Stuckey,2013,5,26,0.0,2,76,24,28.6,4.0,9.8,0.406,0.7,2.4,0.302,3.3,7.4,0.44,0.44299999999999995,2.8,3.6,0.7829999999999999,0.6,2.2,2.8,3.6,0.7,0.2,1.8,1.7,11.5,-2.5
3162,Rodney Stuckey,2014,6,27,0.0,2,73,5,26.7,5.1,11.7,0.436,0.3,1.2,0.273,4.8,10.5,0.455,0.45,3.3,4.0,0.836,0.5,1.8,2.3,2.1,0.7,0.1,1.7,1.8,13.9,-4.1
3163,Rodney Stuckey,2015,7,28,0.0,1,71,36,26.4,4.7,10.6,0.44,0.8,2.0,0.39,3.9,8.6,0.452,0.47700000000000004,2.5,3.0,0.8190000000000001,0.5,3.0,3.5,3.1,0.8,0.1,1.7,1.8,12.6,-0.1
3164,Rodney Stuckey,2016,8,29,0.0,1,58,1,22.0,3.2,7.6,0.413,0.3,1.4,0.24100000000000002,2.8,6.2,0.45299999999999996,0.436,2.3,2.7,0.8290000000000001,0.3,2.4,2.7,2.4,0.7,0.1,1.3,1.3,8.9,-2.5
3165,Rodney Stuckey,2017,9,30,0.0,1,39,0,17.8,2.3,6.3,0.373,0.5,1.5,0.317,1.8,4.7,0.391,0.41200000000000003,2.1,2.7,0.748,0.2,2.0,2.2,2.2,0.4,0.0,1.4,1.1,7.2,-6.0
3166,Jared Sullinger,2013,0,20,0.0,4,45,5,19.8,2.5,5.0,0.493,0.0,0.1,0.2,2.4,4.9,0.5,0.496,1.0,1.4,0.746,2.0,3.8,5.9,0.8,0.5,0.5,0.6,3.4,6.0,-0.6
3167,Jared Sullinger,2014,1,21,0.0,4,74,44,27.6,5.2,12.1,0.42700000000000005,0.8,2.8,0.26899999999999996,4.4,9.3,0.475,0.45799999999999996,2.1,2.7,0.778,3.3,4.9,8.1,1.6,0.5,0.7,1.6,3.4,13.3,-0.3
3168,Jared Sullinger,2015,2,22,0.0,4,58,49,27.0,5.4,12.2,0.439,0.9,3.2,0.28300000000000003,4.5,9.0,0.494,0.47600000000000003,1.7,2.2,0.7440000000000001,2.5,5.1,7.6,2.3,0.8,0.7,1.3,2.6,13.3,2.0
3169,Jared Sullinger,2016,3,23,0.0,4,81,73,23.6,4.3,10.0,0.435,0.4,1.3,0.282,4.0,8.7,0.45799999999999996,0.45299999999999996,1.3,2.0,0.64,2.4,5.9,8.3,2.3,0.9,0.6,1.3,2.6,10.3,1.1
3170,Jared Sullinger,2017,4,24,0.0,4,11,1,10.7,1.4,4.3,0.319,0.3,1.6,0.16699999999999998,1.1,2.6,0.414,0.35100000000000003,0.4,0.7,0.5,0.9,1.5,2.5,0.3,0.4,0.1,0.4,1.5,3.4,-7.5
3171,DaJuan Summers,2010,0,22,0.0,3,44,0,9.2,1.0,3.0,0.354,0.3,1.0,0.35700000000000004,0.7,2.0,0.35200000000000004,0.41200000000000003,0.6,0.9,0.711,0.3,0.7,1.0,0.4,0.2,0.2,0.4,1.2,3.0,-5.8
3172,DaJuan Summers,2011,1,23,0.0,3,22,1,9.0,1.3,3.1,0.406,0.4,1.0,0.429,0.9,2.2,0.396,0.47100000000000003,0.4,0.9,0.45,0.1,0.5,0.5,0.1,0.1,0.0,0.6,1.0,3.4,-10.5
3173,DaJuan Summers,2012,2,24,0.0,3,15,6,13.9,1.9,4.3,0.431,0.3,1.1,0.313,1.5,3.3,0.469,0.469,0.5,0.6,0.778,0.5,1.0,1.5,0.7,0.5,0.0,0.5,2.1,4.5,-3.4
3174,DaJuan Summers,2013,3,25,0.0,4,2,0,3.5,0.5,2.0,0.25,0.0,0.0,0.0,0.5,2.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,-12.6
3175,Edy Tavares,2016,0,23,0.0,5,11,0,6.6,1.0,1.7,0.579,0.0,0.0,0.0,1.0,1.7,0.579,0.579,0.3,0.7,0.375,0.6,1.3,1.9,0.3,0.1,0.5,0.5,0.7,2.3,-2.3
3176,Edy Tavares,2017,1,24,0.5,5,2,0,14.0,2.0,2.5,0.8,0.0,0.0,0.0,2.0,2.5,0.8,0.8,0.0,1.5,0.0,2.0,3.5,5.5,0.5,0.0,3.0,1.0,1.5,4.0,3.9
3177,Isaiah Taylor,2017,0,22,0.0,1,4,0,13.0,0.3,1.8,0.14300000000000002,0.0,0.5,0.0,0.3,1.3,0.2,0.14300000000000002,0.3,0.5,0.5,0.3,0.5,0.8,0.8,0.3,0.3,0.0,1.5,0.8,-6.5
3178,Jeffery Taylor,2013,0,23,0.0,3,77,29,19.6,2.2,5.2,0.431,0.7,2.0,0.344,1.5,3.2,0.486,0.49700000000000005,1.0,1.3,0.728,0.7,1.3,1.9,0.8,0.6,0.2,0.6,1.8,6.1,-3.3
3179,Jeffery Taylor,2014,1,24,0.0,3,26,8,24.2,3.2,8.4,0.376,0.7,2.6,0.26899999999999996,2.5,5.8,0.424,0.41700000000000004,1.0,1.8,0.5529999999999999,0.6,1.7,2.3,0.8,0.5,0.2,1.0,2.4,8.0,-5.4
3180,Jeffery Taylor,2015,2,25,0.0,3,29,13,14.8,1.6,3.9,0.395,0.4,1.2,0.306,1.2,2.7,0.436,0.44299999999999995,0.9,1.4,0.634,0.5,1.3,1.8,0.8,0.4,0.0,0.7,1.2,4.4,-4.0
3181,Jermaine Taylor,2010,0,23,0.0,2,31,4,9.8,1.5,3.8,0.37799999999999995,0.2,0.7,0.22699999999999998,1.3,3.1,0.41200000000000003,0.39899999999999997,1.1,1.5,0.7170000000000001,0.7,0.8,1.5,0.5,0.3,0.1,0.6,0.5,4.1,-5.5
3182,Jermaine Taylor,2011,1,24,0.5,2,34,8,14.2,2.8,5.8,0.48,0.4,1.3,0.311,2.4,4.4,0.53,0.515,0.6,0.8,0.75,0.8,1.1,1.8,0.9,0.4,0.1,1.4,1.1,6.6,-4.0
